Customer_ID,Gender,Age,Annual_Income,Spending_Score,Segment
2858,Female,23,19306,79,1
2859,Male,24,145129,96,2
2860,Male,58,131419,65,2
2861,Male,60,90996,54,1
2862,Female,32,134178,71,2
2863,Male,25,66264,61,1
2864,Female,40,136620,53,1
2865,Female,18,113210,29,1
2866,Female,35,84336,40,1
2867,Female,61,78322,1,1
2868,Male,20,19071,4,0
2869,Female,68,113148,67,2
2870,Female,39,59672,74,1
2871,Female,33,117593,25,1
2872,Female,21,127486,17,1
2873,Female,64,60538,52,1
2874,Male,51,56535,56,1
2875,Male,24,48116,65,1
2876,Female,58,117763,98,2
2877,Male,53,56694,42,1
2878,Female,23,39448,4,0
2879,Male,18,55120,4,1
2880,Male,54,115245,4,1
2881,Male,47,108879,24,1
2882,Male,59,73131,39,1
2883,Female,52,79291,93,2
2884,Male,67,83283,85,2
2885,Male,35,36748,19,0
2886,Female,58,42110,15,1
2887,Male,56,47160,14,1
2888,Male,36,83680,24,1
2889,Male,22,144563,47,1
2890,Male,43,41390,63,1
2891,Male,44,34287,63,1
2892,Female,31,125076,49,1
2893,Male,58,133195,21,1
2894,Male,37,17658,23,0
2895,Female,25,104865,45,1
2896,Female,57,16314,21,0
2897,Male,25,65553,78,1
2898,Male,52,21039,67,1
2899,Male,31,110653,15,1
2900,Male,19,100862,18,1
2901,Female,23,48182,35,1
2902,Female,48,67228,12,1
2903,Female,63,92154,60,1
2904,Male,45,149389,52,1
2905,Female,34,60340,26,1
2906,Female,43,41973,75,1
2907,Female,28,68957,93,1
2908,Female,45,131957,55,1
2909,Male,70,98558,80,2
2910,Male,56,115413,55,1
2911,Male,54,107514,48,1
2912,Female,46,58843,5,1
2913,Female,55,122428,38,1
2914,Male,43,22848,15,0
2915,Male,69,99588,55,1
2916,Male,40,79308,10,1
2917,Male,60,112428,48,1
2918,Male,67,97431,16,1
2919,Female,38,17857,92,1
2920,Female,31,136995,73,2
2921,Female,32,32363,50,1
2922,Male,56,70620,68,2
2923,Male,24,87888,92,2
2924,Female,54,125559,88,2
2925,Male,38,98917,26,1
2926,Male,21,144481,64,2
2927,Male,35,125424,16,1
2928,Female,46,59863,77,1
2929,Male,55,115363,31,1
2930,Male,36,19675,83,1
2931,Female,47,89544,17,1
2932,Male,20,25255,44,0
2933,Female,22,138179,13,1
2934,Female,64,93904,36,1
2935,Male,66,105655,52,1
2936,Male,53,97096,64,2
2937,Female,43,93235,90,2
2938,Male,49,46827,48,1
2939,Male,19,73724,7,1
2940,Female,26,42560,42,1
2941,Male,32,59614,12,1
2942,Male,64,111699,69,2
2943,Male,62,28760,34,0
2944,Male,25,27583,39,0
2945,Female,34,101331,89,2
2946,Female,35,59653,18,1
2947,Male,25,48105,41,1
2948,Female,66,123342,82,2
2949,Male,60,47079,67,1
2950,Female,54,140285,85,2
2951,Female,35,99387,99,2
2952,Female,32,39064,34,0
2953,Male,63,36704,46,0
2954,Male,60,68973,89,1
2955,Male,22,144657,8,1
2956,Female,18,71658,60,1
2957,Female,30,142833,14,1
2958,Female,31,149722,41,1
2959,Male,63,134019,84,2
2960,Male,50,42698,17,1
2961,Male,41,116076,58,1
2962,Male,67,119911,25,1
2963,Female,35,125911,22,1
2964,Female,54,41755,19,1
2965,Male,24,43888,31,1
2966,Male,47,64028,35,1
2967,Female,48,133657,46,1
2968,Female,25,37037,46,0
2969,Female,31,54484,51,1
2970,Female,50,102487,7,1
2971,Male,35,111935,13,1
2972,Female,59,115275,94,2
2973,Female,30,92071,25,1
2974,Female,29,87332,68,2
2975,Male,51,128656,14,1
2976,Male,59,80259,15,1
2977,Female,25,28929,5,0
2978,Male,33,32261,69,1
2979,Female,35,74366,80,2
2980,Male,43,117992,13,1
2981,Male,64,85324,64,2
2982,Female,28,68366,45,1
2983,Male,63,90491,94,2
2984,Female,24,63517,65,1
2985,Male,65,95038,89,2
2986,Male,28,97604,88,2
2987,Female,28,64111,43,1
2988,Female,27,18338,86,1
2989,Male,45,102570,3,1
2990,Male,34,35179,22,0
2991,Male,56,107312,61,2
2992,Male,49,79883,61,2
2993,Female,20,19558,73,1
2994,Male,32,146896,22,1
2995,Female,67,39617,13,0
2996,Female,69,102995,58,1
2997,Female,65,106955,70,2
2998,Female,60,142531,33,1
2999,Female,47,18554,46,0
3000,Female,63,102487,67,2
3001,Male,25,85762,88,2
3002,Male,27,122562,29,1
3003,Male,40,145503,4,1
3004,Male,54,127910,47,1
3005,Female,65,38402,25,0
3006,Female,58,43293,36,1
3007,Female,51,60862,34,1
3008,Female,39,117505,76,2
3009,Male,35,96087,25,1
3010,Male,55,104987,79,2
3011,Female,45,134282,73,2
3012,Female,36,43885,2,1
3013,Male,61,53569,60,1
3014,Male,51,90964,80,2
3015,Male,37,142618,37,1
3016,Female,69,92260,2,1
3017,Male,20,71970,37,1
3018,Male,21,143022,40,1
3019,Male,45,107341,85,2
3020,Female,21,80911,18,1
3021,Male,36,146594,86,2
3022,Male,23,85954,19,1
3023,Male,45,36159,38,0
3024,Male,20,139040,46,1
3025,Female,69,116250,55,1
3026,Female,24,83487,39,1
3027,Female,29,129246,87,2
3028,Male,69,51484,88,1
3029,Male,34,50570,54,1
3030,Female,37,94952,11,1
3031,Male,54,135888,70,2
3032,Male,42,129528,13,1
3033,Female,51,130841,89,2
3034,Female,50,108731,60,1
3035,Female,45,137303,54,1
3036,Male,47,22254,72,1
3037,Male,67,125341,12,1
3038,Female,57,94269,32,1
3039,Female,26,91898,7,1
3040,Male,26,120628,86,2
3041,Male,47,135644,7,1
3042,Male,21,85824,84,2
3043,Female,39,40532,38,1
3044,Male,62,101850,8,1
3045,Male,65,148908,95,2
3046,Male,62,68756,67,1
3047,Male,53,144841,18,1
3048,Female,61,55573,39,1
3049,Male,64,16691,63,1
3050,Male,25,32600,1,0
3051,Male,56,46728,67,1
3052,Female,33,68554,14,1
3053,Female,19,147593,57,1
3054,Female,21,46932,39,1
3055,Female,48,63246,31,1
3056,Male,70,130115,85,2
3057,Male,45,53337,82,1
3058,Male,29,52142,96,1
3059,Male,28,149090,95,2
3060,Female,48,140951,38,1
3061,Female,60,41219,76,1
3062,Female,41,87137,51,1
3063,Female,62,43137,60,1
3064,Male,70,126367,19,1
3065,Female,36,134821,16,1
3066,Female,18,94367,5,1
3067,Female,20,107989,18,1
3068,Male,64,135153,36,1
3069,Male,28,108781,65,2
3070,Male,40,117399,66,2
3071,Female,29,54689,46,1
3072,Female,47,51710,36,1
3073,Female,43,32880,83,1
3074,Male,42,138667,78,2
3075,Female,54,147901,100,2
3076,Female,26,99954,76,2
3077,Male,55,120846,9,1
3078,Male,19,56727,30,1
3079,Female,60,42845,64,1
3080,Male,38,75695,99,2
3081,Female,24,60612,94,1
3082,Male,66,125115,9,1
3083,Male,57,80662,15,1
3084,Female,65,34105,57,1
3085,Female,56,22722,23,0
3086,Male,24,132836,49,1
3087,Female,58,67359,26,1
3088,Female,49,129691,87,2
3089,Male,32,67741,95,1
3090,Male,45,65409,12,1
3091,Male,58,40219,27,1
3092,Female,69,51847,1,1
3093,Male,67,121961,73,2
3094,Female,39,63576,88,1
3095,Female,30,69388,74,1
3096,Male,50,107302,46,1
3097,Female,69,32604,57,1
3098,Male,58,113597,10,1
3099,Male,26,93178,13,1
3100,Female,49,75443,7,1
3101,Female,19,73725,38,1
3102,Male,42,108822,9,1
3103,Male,36,34602,69,1
3104,Female,51,146084,40,1
3105,Male,57,29849,70,1
3106,Male,55,138464,34,1
3107,Female,20,103616,54,1
3108,Male,30,102697,98,2
3109,Female,26,68538,71,1
3110,Female,66,31339,31,0
3111,Male,22,24269,45,0
3112,Female,44,36127,71,1
3113,Male,26,85912,93,2
3114,Male,24,24332,64,1
3115,Female,59,106817,56,1
3116,Male,37,74704,3,1
3117,Female,19,66425,69,1
3118,Female,61,19743,71,1
3119,Female,21,116482,99,2
3120,Female,62,47830,56,1
3121,Female,53,51115,15,1
3122,Male,25,111392,46,1
3123,Male,39,129432,8,1
3124,Male,32,39114,76,1
3125,Male,32,123282,96,2
3126,Male,69,18905,93,1
3127,Male,70,29911,10,0
3128,Female,26,129964,24,1
3129,Male,20,97346,45,1
3130,Female,36,49004,78,1
3131,Male,48,47080,85,1
3132,Male,22,80588,70,2
3133,Female,49,108574,29,1
3134,Female,63,94355,47,1
3135,Female,59,79017,68,2
3136,Male,38,146975,14,1
3137,Female,40,122697,91,2
3138,Male,35,35564,27,0
3139,Male,51,75433,40,1
3140,Male,25,112619,93,2
3141,Female,20,76631,90,2
3142,Male,59,133951,15,1
3143,Female,49,23848,35,0
3144,Male,55,115709,39,1
3145,Female,21,88162,79,2
3146,Female,49,19941,49,0
3147,Male,46,26643,29,0
3148,Female,42,63346,85,1
3149,Female,52,28699,85,1
3150,Female,20,106174,4,1
3151,Male,34,71765,97,2
3152,Male,39,128790,55,1
3153,Female,69,43628,71,1
3154,Female,64,90345,69,2
3155,Female,45,83183,21,1
3156,Male,47,77449,17,1
3157,Male,35,86930,11,1
3158,Female,67,92548,44,1
3159,Female,20,86898,47,1
3160,Male,60,80670,84,2
3161,Female,25,95450,73,2
3162,Female,34,61867,57,1
3163,Female,19,130319,2,1
3164,Male,20,109037,62,2
3165,Male,44,30357,75,1
3166,Female,35,97320,9,1
3167,Female,29,82634,99,2
3168,Male,34,144742,17,1
3169,Male,58,60742,19,1
3170,Male,32,45001,84,1
3171,Female,29,147833,57,1
3172,Female,20,74756,8,1
3173,Female,34,19225,87,1
3174,Male,52,26726,77,1
3175,Female,40,43616,10,1
3176,Male,25,148964,10,1
3177,Female,31,100403,74,2
3178,Female,70,124043,10,1
3179,Female,36,52507,4,1
3180,Female,56,109447,43,1
3181,Female,59,113229,61,2
3182,Female,57,23167,21,0
3183,Male,20,91250,20,1
3184,Female,24,70438,41,1
3185,Male,31,114310,75,2
3186,Male,60,54341,49,1
3187,Female,22,73872,73,2
3188,Male,52,46782,68,1
3189,Female,56,138818,85,2
3190,Female,38,85564,25,1
3191,Female,33,101162,32,1
3192,Male,32,134490,41,1
3193,Female,62,78188,57,1
3194,Male,41,35890,46,0
3195,Male,41,141918,78,2
3196,Male,46,124799,30,1
3197,Female,52,79210,100,2
3198,Female,61,51212,78,1
3199,Female,68,90205,44,1
3200,Female,25,36366,53,1
3201,Female,50,53901,74,1
3202,Female,58,66931,24,1
3203,Female,18,58718,16,1
3204,Male,34,138171,96,2
3205,Male,26,23932,56,1
3206,Male,62,58761,10,1
3207,Female,50,116741,55,1
3208,Male,26,120465,90,2
3209,Female,63,91910,16,1
3210,Male,70,103248,76,2
3211,Female,64,26858,10,0
3212,Female,46,122184,81,2
3213,Female,65,129213,38,1
3214,Male,62,50286,94,1
3215,Male,64,148529,11,1
3216,Female,18,111960,87,2
3217,Male,42,99000,57,1
3218,Male,50,88216,99,2
3219,Female,32,92948,64,2
3220,Female,21,148228,55,1
3221,Male,38,115681,41,1
3222,Male,27,25992,95,1
3223,Female,45,87943,74,2
3224,Male,24,106054,37,1
3225,Female,25,90456,36,1
3226,Female,46,73624,22,1
3227,Female,34,42818,30,1
3228,Male,27,40159,27,1
3229,Male,19,25418,70,1
3230,Female,18,143022,4,1
3231,Female,31,88882,74,2
3232,Male,64,131608,67,2
3233,Male,47,92317,15,1
3234,Female,46,128315,64,2
3235,Male,23,50866,36,1
3236,Male,40,35726,96,1
3237,Male,64,34490,42,0
3238,Female,50,102906,36,1
3239,Male,58,149439,87,2
3240,Female,63,97525,5,1
3241,Male,24,98237,25,1
3242,Male,58,17089,32,0
3243,Male,55,113620,29,1
3244,Female,34,138237,20,1
3245,Female,70,64048,94,1
3246,Male,36,49548,26,1
3247,Female,51,71148,1,1
3248,Male,22,143631,72,2
3249,Female,63,61691,5,1
3250,Female,62,83963,79,2
3251,Female,58,76529,82,2
3252,Male,48,62202,39,1
3253,Female,36,142155,63,2
3254,Female,56,108618,70,2
3255,Male,36,40305,29,1
3256,Female,66,90306,54,1
3257,Female,38,79853,85,2
3258,Female,25,61188,60,1
3259,Female,60,44762,45,1
3260,Female,63,48569,100,1
3261,Female,69,143234,77,2
3262,Female,61,76567,4,1
3263,Female,35,148034,28,1
3264,Female,21,99722,34,1
3265,Female,44,117597,57,1
3266,Female,43,83340,7,1
3267,Male,49,72395,44,1
3268,Male,37,132345,53,1
3269,Male,54,58656,69,1
3270,Female,67,43918,79,1
3271,Male,26,20221,93,1
3272,Female,69,114401,12,1
3273,Male,40,31636,84,1
3274,Male,51,70171,47,1
3275,Male,28,118684,92,2
3276,Female,36,57311,48,1
3277,Male,44,71522,71,2
3278,Male,18,24456,3,0
3279,Male,50,119316,63,2
3280,Male,28,89210,39,1
3281,Female,32,79830,5,1
3282,Female,65,47412,49,1
3283,Male,26,85778,11,1
3284,Female,22,147254,93,2
3285,Male,19,18864,96,1
3286,Female,24,117530,25,1
3287,Male,68,99863,55,1
3288,Male,37,86840,59,1
3289,Female,24,84276,84,2
3290,Male,42,91346,55,1
3291,Female,32,121517,72,2
3292,Male,48,89559,90,2
3293,Female,42,19512,64,1
3294,Male,41,43391,58,1
3295,Male,54,21525,51,1
3296,Male,46,111946,62,2
3297,Male,59,96424,43,1
3298,Male,69,36924,13,0
3299,Male,31,143401,76,2
3300,Female,23,52048,52,1
3301,Female,51,75930,8,1
3302,Female,34,122966,40,1
3303,Female,27,24570,42,0
3304,Male,18,85292,89,2
3305,Female,66,143116,70,2
3306,Female,38,76797,42,1
3307,Male,63,141614,66,2
3308,Male,24,126595,90,2
3309,Male,42,48366,97,1
3310,Male,28,46844,22,1
3311,Female,46,44796,5,1
3312,Female,49,59753,81,1
3313,Male,26,124614,52,1
3314,Female,36,45823,56,1
3315,Female,64,86069,67,2
3316,Male,57,112421,73,2
3317,Male,27,91073,67,2
3318,Female,69,112321,67,2
3319,Female,48,136341,27,1
3320,Female,65,50478,22,1
3321,Male,18,98280,54,1
3322,Male,27,138337,9,1
3323,Male,37,64197,26,1
3324,Male,52,135217,43,1
3325,Male,21,137865,77,2
3326,Male,22,106869,82,2
3327,Female,40,18703,25,0
3328,Female,36,126716,75,2
3329,Male,41,120714,33,1
3330,Male,22,54956,14,1
3331,Male,35,61746,34,1
3332,Female,26,115387,43,1
3333,Male,69,139100,27,1
3334,Male,18,75773,28,1
3335,Male,69,53401,19,1
3336,Male,48,15064,42,0
3337,Female,21,50907,66,1
3338,Female,45,138650,42,1
3339,Female,50,45748,31,1
3340,Female,42,116064,91,2
3341,Female,40,96726,67,2
3342,Male,51,35499,78,1
3343,Male,28,87807,92,2
3344,Female,45,130775,63,2
3345,Female,61,46520,72,1
3346,Male,59,106273,23,1
3347,Female,41,137178,99,2
3348,Male,64,126169,28,1
3349,Male,42,113095,23,1
3350,Male,30,130888,47,1
3351,Male,18,96367,43,1
3352,Male,41,81521,65,2
3353,Female,56,86572,5,1
3354,Male,59,140497,51,1
3355,Male,62,81332,36,1
3356,Female,54,22976,92,1
3357,Male,56,134139,63,2
3358,Female,48,42233,5,1
3359,Male,19,55158,91,1
3360,Male,26,36711,54,1
3361,Male,21,131228,82,2
3362,Female,38,40552,70,1
3363,Female,30,19371,43,0
3364,Female,63,59358,76,1
3365,Female,51,18714,86,1
3366,Male,44,31117,9,0
3367,Female,70,146471,19,1
3368,Male,23,60242,57,1
3369,Female,35,67083,89,1
3370,Female,29,15845,40,0
3371,Female,53,106929,16,1
3372,Female,47,37569,73,1
3373,Male,23,45477,12,1
3374,Female,64,37653,24,0
3375,Male,55,20271,99,1
3376,Female,68,17736,28,0
3377,Male,47,36305,93,1
3378,Male,37,65092,96,1
3379,Female,37,28981,49,0
3380,Female,29,88128,18,1
3381,Female,44,74234,25,1
3382,Female,30,61428,38,1
3383,Male,62,130238,34,1
3384,Female,49,108101,75,2
3385,Male,40,132879,81,2
3386,Male,20,116103,20,1
3387,Female,62,128732,45,1
3388,Female,31,104700,90,2
3389,Male,23,149551,99,2
3390,Female,34,72214,60,1
3391,Male,20,45224,67,1
3392,Female,48,51651,60,1
3393,Male,41,114066,85,2
3394,Female,38,42423,81,1
3395,Female,18,56615,54,1
3396,Male,39,103256,83,2
3397,Male,29,108848,40,1
3398,Male,47,63800,97,1
3399,Female,46,134654,76,2
3400,Male,64,119682,61,2
3401,Female,34,112836,77,2
3402,Male,48,120159,39,1
3403,Female,32,147896,14,1
3404,Female,45,85611,74,2
3405,Male,55,22485,21,0
3406,Male,37,67025,73,1
3407,Male,26,102332,7,1
3408,Female,37,52083,45,1
3409,Male,43,58343,59,1
3410,Male,60,53663,26,1
3411,Male,37,95616,11,1
3412,Male,33,68299,56,1
3413,Female,64,79155,20,1
3414,Female,18,140132,21,1
3415,Female,24,138417,71,2
3416,Female,62,70703,61,2
3417,Male,47,78633,98,2
3418,Male,42,48686,41,1
3419,Female,43,100750,37,1
3420,Male,56,118245,69,2
3421,Male,40,143007,86,2
3422,Male,32,61703,99,1
3423,Male,41,109969,44,1
3424,Male,57,119380,10,1
3425,Male,26,146058,25,1
3426,Male,31,94151,56,1
3427,Male,39,115680,84,2
3428,Female,45,54517,37,1
3429,Female,42,141000,5,1
3430,Female,44,62059,21,1
3431,Male,61,42900,60,1
3432,Female,40,41582,84,1
3433,Female,69,18204,21,0
3434,Female,26,147899,50,1
3435,Female,18,142438,84,2
3436,Female,45,29289,39,0
3437,Female,34,45397,78,1
3438,Female,50,112733,100,2
3439,Female,63,102834,69,2
3440,Female,25,61881,55,1
3441,Male,61,35973,20,0
3442,Female,39,82590,26,1
3443,Female,45,27725,60,1
3444,Female,20,46863,63,1
3445,Female,41,28126,77,1
3446,Female,34,126595,44,1
3447,Female,67,21168,70,1
3448,Female,29,91871,46,1
3449,Female,19,132118,42,1
3450,Male,58,24336,77,1
3451,Female,40,24597,69,1
3452,Male,33,60936,11,1
3453,Female,26,52917,82,1
3454,Female,45,87009,45,1
3455,Female,62,78989,94,2
3456,Female,20,35063,42,0
3457,Male,20,53469,78,1
3458,Male,42,149383,93,2
3459,Female,39,94163,55,1
3460,Female,19,63216,96,1
3461,Male,64,35783,56,1
3462,Female,68,65238,74,1
3463,Male,37,149752,70,2
3464,Female,62,27800,48,0
3465,Male,31,129542,36,1
3466,Male,35,146481,86,2
3467,Female,56,119509,24,1
3468,Male,35,16324,53,1
3469,Male,19,123612,85,2
3470,Female,35,85006,60,1
3471,Male,24,73018,29,1
3472,Male,63,100094,29,1
3473,Female,57,90453,94,2
3474,Female,55,125300,82,2
3475,Male,52,116984,61,2
3476,Female,39,104285,41,1
3477,Female,70,131492,20,1
3478,Male,65,145803,27,1
3479,Female,61,117252,33,1
3480,Female,20,35606,81,1
3481,Male,53,105518,11,1
3482,Female,65,111781,39,1
3483,Female,66,97663,58,1
3484,Male,19,55868,80,1
3485,Female,57,107176,73,2
3486,Female,44,21136,97,1
3487,Female,53,143648,31,1
3488,Male,52,49523,49,1
3489,Male,24,118743,28,1
3490,Male,25,90851,23,1
3491,Female,67,120150,71,2
3492,Female,40,72082,54,1
3493,Male,38,110204,81,2
3494,Female,60,98302,65,2
3495,Female,32,120897,64,2
3496,Male,36,132822,21,1
3497,Female,43,90604,1,1
3498,Male,66,136640,84,2
3499,Female,61,40774,50,1
3500,Male,44,122556,25,1
3501,Male,57,73770,18,1
3502,Female,56,122157,3,1
3503,Female,57,80520,22,1
3504,Male,61,38846,48,0
3505,Male,65,117062,71,2
3506,Male,28,135001,48,1
3507,Male,29,138776,92,2
3508,Male,38,49773,38,1
3509,Female,19,69265,74,1
3510,Female,47,79237,88,2
3511,Male,33,61367,60,1
3512,Male,69,101837,21,1
3513,Male,47,33308,1,0
3514,Female,61,121521,67,2
3515,Female,42,33445,54,1
3516,Male,63,46714,92,1
3517,Male,46,141040,93,2
3518,Male,36,119437,93,2
3519,Female,41,119708,92,2
3520,Male,45,47520,14,1
3521,Male,34,44303,93,1
3522,Female,41,123237,85,2
3523,Male,27,78718,62,2
3524,Male,34,40460,43,1
3525,Male,47,143863,97,2
3526,Female,66,83157,44,1
3527,Female,62,131568,43,1
3528,Female,62,82612,73,2
3529,Male,56,24370,98,1
3530,Male,27,90610,4,1
3531,Female,41,110085,92,2
3532,Female,37,56498,73,1
3533,Female,48,130307,87,2
3534,Female,27,48699,19,1
3535,Male,42,82451,82,2
3536,Female,19,70485,75,2
3537,Female,27,18163,34,0
3538,Female,64,148324,96,2
3539,Male,48,59671,45,1
3540,Female,55,146359,41,1
3541,Male,42,142204,83,2
3542,Female,51,141367,23,1
3543,Male,42,18730,86,1
3544,Male,39,73936,40,1
3545,Male,32,54344,36,1
3546,Female,59,66627,46,1
3547,Male,47,18198,96,1
3548,Male,65,68092,47,1
3549,Male,43,40910,43,1
3550,Female,35,35826,8,0
3551,Female,54,80004,32,1
3552,Male,69,62889,89,1
3553,Male,32,134554,23,1
3554,Female,56,84668,71,2
3555,Male,23,64811,94,1
3556,Male,26,94366,8,1
3557,Female,32,78947,75,2
3558,Male,47,40760,69,1
3559,Female,38,34150,26,0
3560,Female,25,130840,11,1
3561,Male,30,41181,70,1
3562,Male,56,142724,39,1
3563,Female,55,127657,15,1
3564,Female,67,66065,76,1
3565,Female,18,80994,97,2
3566,Male,56,85973,64,2
3567,Female,39,147983,62,2
3568,Male,59,93548,34,1
3569,Female,39,87165,87,2
3570,Male,58,130354,15,1
3571,Female,49,16708,41,0
3572,Male,49,57763,23,1
3573,Female,66,128250,87,2
3574,Male,24,131181,44,1
3575,Male,30,43498,98,1
3576,Female,31,95530,65,2
3577,Female,38,138699,14,1
3578,Male,57,70126,74,2
3579,Female,38,55996,25,1
3580,Male,68,60030,21,1
3581,Female,38,139197,84,2
3582,Female,67,85617,30,1
3583,Male,48,94591,48,1
3584,Female,37,102483,94,2
3585,Female,65,97666,58,1
3586,Female,45,118164,98,2
3587,Female,18,120927,8,1
3588,Female,40,51681,59,1
3589,Female,19,68008,27,1
3590,Female,36,112904,4,1
3591,Male,45,115245,42,1
3592,Female,69,71355,80,2
3593,Male,35,43006,10,1
3594,Female,28,100323,93,2
3595,Female,64,138174,6,1
3596,Female,62,142674,32,1
3597,Male,56,113308,8,1
3598,Female,21,104834,36,1
3599,Female,46,89510,15,1
3600,Female,26,34395,42,0
3601,Female,70,54786,20,1
3602,Male,54,67427,72,1
3603,Female,46,79284,42,1
3604,Male,53,91393,89,2
3605,Female,26,32826,90,1
3606,Male,41,131874,96,2
3607,Male,29,99218,60,1
3608,Male,47,109949,43,1
3609,Male,61,82902,33,1
3610,Female,26,46245,83,1
3611,Male,45,118889,63,2
3612,Female,51,30803,66,1
3613,Female,19,129611,5,1
3614,Female,68,143977,37,1
3615,Male,58,32592,95,1
3616,Male,54,39154,72,1
3617,Male,52,56477,66,1
3618,Male,54,137800,79,2
3619,Female,66,34158,99,1
3620,Female,70,87578,60,1
3621,Female,65,54899,84,1
3622,Female,22,62624,83,1
3623,Female,47,128350,3,1
3624,Female,54,92021,1,1
3625,Female,19,17238,29,0
3626,Male,45,54451,34,1
3627,Female,55,100621,69,2
3628,Female,59,67515,99,1
3629,Male,63,55004,25,1
3630,Male,31,95866,24,1
3631,Male,19,25342,100,1
3632,Female,52,106362,9,1
3633,Male,38,75320,85,2
3634,Female,30,94411,21,1
3635,Female,35,76074,28,1
3636,Male,19,50995,57,1
3637,Male,42,21664,57,1
3638,Female,42,27901,58,1
3639,Female,43,67071,27,1
3640,Male,55,47676,12,1
3641,Male,50,46903,21,1
3642,Female,25,143216,95,2
3643,Male,65,98068,54,1
3644,Female,31,38800,65,1
3645,Male,48,81921,66,2
3646,Female,47,19232,1,0
3647,Male,69,125104,52,1
3648,Male,40,109474,40,1
3649,Male,45,93825,30,1
3650,Male,59,117153,61,2
3651,Male,35,99743,6,1
3652,Male,33,61493,73,1
3653,Female,26,55831,18,1
3654,Male,66,25221,8,0
3655,Female,65,91830,48,1
3656,Male,70,56283,54,1
3657,Male,29,54683,95,1
3658,Male,41,43676,21,1
3659,Female,49,68497,40,1
3660,Female,58,112827,34,1
3661,Male,19,21771,43,0
3662,Male,48,23971,95,1
3663,Female,44,27189,70,1
3664,Male,66,59496,21,1
3665,Male,18,106400,29,1
3666,Female,44,32386,15,0
3667,Female,47,123809,69,2
3668,Female,26,15189,40,0
3669,Female,48,82334,17,1
3670,Male,60,110835,79,2
3671,Male,48,144185,96,2
3672,Male,26,72491,66,2
3673,Male,69,52380,29,1
3674,Female,65,39848,92,1
3675,Male,36,42584,32,1
3676,Female,34,63398,94,1
3677,Female,39,136149,86,2
3678,Female,66,49526,42,1
3679,Male,41,53068,75,1
3680,Male,65,115933,81,2
3681,Male,68,66877,24,1
3682,Male,27,23942,31,0
3683,Female,43,99549,2,1
3684,Female,48,105151,25,1
3685,Female,46,71318,59,1
3686,Female,52,130307,16,1
3687,Female,59,149870,44,1
3688,Female,29,81921,44,1
3689,Male,67,134620,85,2
3690,Female,60,104751,98,2
3691,Male,22,110793,55,1
3692,Male,52,48089,13,1
3693,Female,47,44133,16,1
3694,Female,26,106127,40,1
3695,Male,45,36749,65,1
3696,Male,43,148930,25,1
3697,Male,61,73158,100,2
3698,Male,30,107782,68,2
3699,Female,54,27319,69,1
3700,Male,52,75404,89,2
3701,Male,41,56615,13,1
3702,Male,58,74312,97,2
3703,Female,52,126153,26,1
3704,Female,21,120086,38,1
3705,Female,51,125431,61,2
3706,Female,38,50683,93,1
3707,Female,18,34626,33,0
3708,Female,31,32515,8,0
3709,Male,26,52694,62,1
3710,Male,66,78560,51,1
3711,Male,59,124840,51,1
3712,Male,33,106857,10,1
3713,Male,35,51815,52,1
3714,Female,64,54805,27,1
3715,Female,27,87212,98,2
3716,Female,18,45747,67,1
3717,Female,51,41899,99,1
3718,Male,32,129890,39,1
3719,Male,52,134109,20,1
3720,Male,66,104489,35,1
3721,Female,42,81965,15,1
3722,Female,45,59159,91,1
3723,Male,66,91311,29,1
3724,Female,23,110040,31,1
3725,Male,62,128371,54,1
3726,Female,58,42574,99,1
3727,Female,64,87316,33,1
3728,Male,44,80863,46,1
3729,Female,18,41510,92,1
3730,Female,33,144755,29,1
3731,Female,60,84665,14,1
3732,Female,53,113519,78,2
3733,Male,20,43258,76,1
3734,Male,54,39881,16,0
3735,Male,41,125580,51,1
3736,Male,40,130407,59,1
3737,Male,43,128193,86,2
3738,Female,31,62379,4,1
3739,Male,24,91618,53,1
3740,Female,64,134701,33,1
3741,Male,70,105190,46,1
3742,Female,35,131918,7,1
3743,Male,47,83989,99,2
3744,Female,31,99379,95,2
3745,Male,66,106367,100,2
3746,Female,49,38296,43,0
3747,Female,57,74656,41,1
3748,Female,24,38706,82,1
3749,Male,38,145336,82,2
3750,Female,66,115321,26,1
3751,Female,63,142255,45,1
3752,Male,69,129758,47,1
3753,Male,28,99609,3,1
3754,Female,30,96402,65,2
3755,Male,66,61637,51,1
3756,Female,30,39474,12,0
3757,Female,34,53211,92,1
3758,Male,52,107746,51,1
3759,Female,42,42164,95,1
3760,Male,57,36551,42,0
3761,Male,46,25688,32,0
3762,Female,60,86771,4,1
3763,Male,32,72403,32,1
3764,Male,46,71614,19,1
3765,Female,36,78879,3,1
3766,Male,46,123665,72,2
3767,Female,44,63773,67,1
3768,Female,58,116476,96,2
3769,Female,63,110412,34,1
3770,Female,41,110555,31,1
3771,Male,52,108604,10,1
3772,Male,38,79722,69,2
3773,Female,24,148025,91,2
3774,Male,52,97178,14,1
3775,Male,64,106315,92,2
3776,Male,47,85551,74,2
3777,Female,47,129785,64,2
3778,Female,22,59916,3,1
3779,Female,53,30085,45,0
3780,Female,63,53765,9,1
3781,Female,22,87375,73,2
3782,Female,64,22229,92,1
3783,Male,45,49958,51,1
3784,Female,60,133518,40,1
3785,Female,39,75965,73,2
3786,Male,27,97433,1,1
3787,Male,63,108939,76,2
3788,Male,67,33615,79,1
